file_name,group,label,bbox_x_center,bbox_y_center,bbox_width,bbox_height,category,revised,path
rev01__24__24_20201019 (18).txt,train,10,0.6614,0.5114,0.2229,0.6451,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (18)
rev01__24__24_20201019 (18).txt,train,10,0.2546,0.5196,0.2641,0.7474,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (18)
rev01__24__24_20201019 (18).txt,train,10,0.4843,0.4981,0.1962,0.6096,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (18)
rev01__24__24_20201019 (22).txt,train,10,0.8368,0.5536,0.262,0.6925,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (22)
rev01__24__24_20201019 (22).txt,train,10,0.6554,0.4813,0.1791,0.7051,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (22)
rev01__24__24_20201019 (22).txt,train,10,0.4856,0.504,0.1937,0.5992,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (22)
rev01__24__24_20201019 (22).txt,train,10,0.2577,0.5236,0.2454,0.7422,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (22)
rev01__24__24_20201019 (34).txt,train,10,0.2507,0.4818,0.2441,0.9607,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (34)
rev01__24__24_20201019 (34).txt,train,10,0.5782,0.4392,0.2133,0.8785,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (34)
rev01__24__24_20201019 (34).txt,train,10,0.061,0.4896,0.122,0.9762,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (34)
rev01__24__24_20201019 (61).txt,train,10,0.0817,0.2878,0.045,0.1059,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (61)
rev01__24__24_20201019 (61).txt,train,10,0.1991,0.2902,0.0492,0.1377,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (61)
rev01__24__24_20201019 (61).txt,train,10,0.2721,0.2858,0.0533,0.1303,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (61)
rev01__24__24_20201019 (61).txt,train,10,0.1634,0.3077,0.0371,0.1118,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (61)
rev01__24__24_20201019 (7).txt,train,10,0.9202,0.5851,0.1595,0.794,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (7)
rev01__24__24_20201019 (7).txt,train,10,0.851,0.5204,0.217,0.7237,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (7)
rev01__24__24_20201019 (7).txt,train,10,0.2685,0.3248,0.3154,0.6451,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (7)
rev01__24__24_20201019 (7).txt,train,10,0.3292,0.5958,0.6583,0.7681,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (7)
rev01__24__24_20201019 (7).txt,train,10,0.4426,0.4432,0.167,0.6481,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (7)
rev01__24__24_20201019 (8).txt,train,10,0.935,0.587,0.1299,0.7992,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (8)
rev01__24__24_20201019 (8).txt,train,10,0.8501,0.5499,0.222,0.7311,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (8)
rev01__24__24_20201019 (8).txt,train,10,0.2429,0.2948,0.3533,0.5881,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (8)
rev01__24__24_20201019 (8).txt,train,10,0.4383,0.4362,0.1758,0.6029,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (8)
rev01__24__24_20201019 (8).txt,train,10,0.4046,0.5526,0.8042,0.8474,Homo sapiens,alba,donanet\images\train\rev01__24__24_20201019 (8)
rev01__24__24_20201023 (519).txt,train,15,0.8458,0.6847,0.3083,0.4644,Sus scrofa,alba,donanet\images\train\rev01__24__24_20201023 (519)
rev01__24__24_20201025 (1039).txt,train,15,0.7744,0.6373,0.2579,0.3414,Sus scrofa,alba,donanet\images\train\rev01__24__24_20201025 (1039)
rev01__24__24_20201027 (1182).txt,train,15,0.8493,0.6903,0.3012,0.4266,Sus scrofa,alba,donanet\images\train\rev01__24__24_20201027 (1182)
rev01__24__24_20201104 (7112).txt,train,15,0.3912,0.4892,0.7799,0.9755,Sus scrofa,alba,donanet\images\train\rev01__24__24_20201104 (7112)
rev01__24__24_20201108 (8007).txt,train,15,0.3308,0.5826,0.3983,0.7903,Sus scrofa,alba,donanet\images\train\rev01__24__24_20201108 (8007)
rev01__24__24_20201112 (8692).txt,train,15,0.3022,0.4037,0.6045,0.8044,Sus scrofa,alba,donanet\images\train\rev01__24__24_20201112 (8692)
rev01__24__24_20201112 (8694).txt,train,15,0.3131,0.4044,0.6262,0.8074,Sus scrofa,alba,donanet\images\train\rev01__24__24_20201112 (8694)
rev01__24__24_20201112 (8698).txt,train,15,0.3177,0.3578,0.6354,0.7155,Sus scrofa,alba,donanet\images\train\rev01__24__24_20201112 (8698)
rev01__24__24_20201112 (8699).txt,train,15,0.3094,0.3585,0.6187,0.717,Sus scrofa,alba,donanet\images\train\rev01__24__24_20201112 (8699)
rev01__25__25_20201030 (567).txt,train,7,0.0927,0.3678,0.1854,0.4437,Dama dama,alba,donanet\images\train\rev01__25__25_20201030 (567)
rev01__25__25_20201106 (939).txt,train,5,0.2366,0.6814,0.245,0.4059,Meles meles,alba,donanet\images\train\rev01__25__25_20201106 (939)
rev01__25__25_20201106 (940).txt,train,5,0.236,0.6721,0.2779,0.4244,Meles meles,alba,donanet\images\train\rev01__25__25_20201106 (940)
rev01__25__25_20201106 (941).txt,train,5,0.2429,0.6721,0.2458,0.4244,Meles meles,alba,donanet\images\train\rev01__25__25_20201106 (941)
rev01__25__25_20201106 (942).txt,train,5,0.2158,0.7532,0.2291,0.2903,Meles meles,alba,donanet\images\train\rev01__25__25_20201106 (942)
rev01__25__25_20201117 (1214).txt,train,10,0.3624,0.2722,0.1199,0.5444,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1214)
rev01__25__25_20201117 (1214).txt,train,10,0.2452,0.2411,0.1029,0.3918,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1214)
rev01__25__25_20201117 (1216).txt,train,10,0.4795,0.4903,0.8374,0.9777,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1216)
rev01__25__25_20201117 (1216).txt,train,10,0.2932,0.217,0.1283,0.3911,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1216)
rev01__25__25_20201117 (1217).txt,train,10,0.3793,0.4892,0.707,0.9785,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1217)
rev01__25__25_20201117 (1220).txt,train,10,0.51,0.3911,0.2675,0.7792,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1220)
rev01__25__25_20201117 (1220).txt,train,10,0.2715,0.49,0.5429,0.9785,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1220)
rev01__25__25_20201117 (1227).txt,train,10,0.8732,0.3818,0.2275,0.7607,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1227)
rev01__25__25_20201117 (1233).txt,train,10,0.6115,0.4666,0.3129,0.9318,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1233)
rev01__25__25_20201117 (1239).txt,train,10,0.918,0.4907,0.1637,0.98,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1239)
rev01__25__25_20201117 (1239).txt,train,10,0.6047,0.4333,0.2712,0.8637,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1239)
rev01__25__25_20201117 (1247).txt,train,10,0.539,0.3755,0.1941,0.7481,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1247)
rev01__25__25_20201117 (1251).txt,train,10,0.131,0.384,0.2029,0.7681,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1251)
rev01__25__25_20201117 (1251).txt,train,10,0.5297,0.3622,0.182,0.7214,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1251)
rev01__25__25_20201117 (1254).txt,train,10,0.5604,0.3659,0.2325,0.7274,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1254)
rev01__25__25_20201117 (1254).txt,train,10,0.0981,0.3804,0.1962,0.7607,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1254)
rev01__25__25_20201117 (1255).txt,train,10,0.32,0.6984,0.6399,0.557,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1255)
rev01__25__25_20201117 (1255).txt,train,10,0.1046,0.2266,0.2083,0.4518,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1255)
rev01__25__25_20201117 (1255).txt,train,10,0.5691,0.367,0.2216,0.7325,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1255)
rev01__25__25_20201117 (1262).txt,train,10,0.5,0.4896,1.0,0.9762,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1262)
rev01__25__25_20201117 (1266).txt,train,10,0.5,0.4896,1.0,0.9762,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1266)
rev01__25__25_20201117 (1268).txt,train,10,0.5,0.49,1.0,0.9755,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1268)
rev01__25__25_20201117 (1271).txt,train,10,0.5,0.49,1.0,0.9755,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1271)
rev01__25__25_20201117 (1280).txt,train,10,0.5,0.4896,1.0,0.9762,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1280)
rev01__25__25_20201117 (1294).txt,train,10,0.5,0.4896,1.0,0.9762,Homo sapiens,alba,donanet\images\train\rev01__25__25_20201117 (1294)
rev01__28__28_20201019 (14).txt,train,10,0.1975,0.3992,0.0233,0.0681,Homo sapiens,alba,donanet\images\train\rev01__28__28_20201019 (14)
rev01__28__28_20201019 (14).txt,train,10,0.3958,0.4681,0.035,0.1096,Homo sapiens,alba,donanet\images\train\rev01__28__28_20201019 (14)
rev01__28__28_20201019 (14).txt,train,10,0.2952,0.4229,0.0246,0.0756,Homo sapiens,alba,donanet\images\train\rev01__28__28_20201019 (14)
rev01__28__28_20201019 (14).txt,train,10,0.0787,0.3815,0.0608,0.0785,Homo sapiens,alba,donanet\images\train\rev01__28__28_20201019 (14)
rev01__28__28_20201019 (15).txt,train,10,0.2744,0.4174,0.0229,0.0733,Homo sapiens,alba,donanet\images\train\rev01__28__28_20201019 (15)
rev01__28__28_20201019 (15).txt,train,10,0.0687,0.3811,0.0417,0.0778,Homo sapiens,alba,donanet\images\train\rev01__28__28_20201019 (15)
rev01__28__28_20201019 (15).txt,train,10,0.178,0.3988,0.0312,0.0792,Homo sapiens,alba,donanet\images\train\rev01__28__28_20201019 (15)
rev01__28__28_20201019 (15).txt,train,10,0.3722,0.4544,0.0304,0.0941,Homo sapiens,alba,donanet\images\train\rev01__28__28_20201019 (15)
rev01__28__28_20201019 (6).txt,train,10,0.4079,0.5114,0.06,0.2555,Homo sapiens,alba,donanet\images\train\rev01__28__28_20201019 (6)
rev01__28__28_20201019 (6).txt,train,10,0.4641,0.5181,0.09,0.377,Homo sapiens,alba,donanet\images\train\rev01__28__28_20201019 (6)
rev01__28__28_20201023 (225).txt,train,15,0.6817,0.6178,0.05,0.1304,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201023 (225)
rev01__28__28_20201031 (905).txt,train,15,0.1379,0.6284,0.2241,0.254,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201031 (905)
rev01__28__28_20201031 (929).txt,train,15,0.1273,0.5773,0.0912,0.1888,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201031 (929)
rev01__28__28_20201031 (939).txt,train,15,0.4345,0.6251,0.1408,0.1762,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201031 (939)
rev01__28__28_20201031 (950).txt,train,15,0.4402,0.7844,0.2854,0.3866,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201031 (950)
rev01__28__28_20201104 (1225).txt,train,15,0.1393,0.4226,0.1487,0.1607,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201104 (1225)
rev01__28__28_20201104 (1225).txt,train,15,0.2124,0.4859,0.0717,0.1496,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201104 (1225)
rev01__28__28_20201104 (1274).txt,train,15,0.1745,0.5092,0.1358,0.18,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201104 (1274)
rev01__28__28_20201105 (1317).txt,train,15,0.3878,0.4633,0.0617,0.0807,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201105 (1317)
rev01__28__28_20201106 (1363).txt,train,15,0.7111,0.7136,0.2633,0.3325,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1363)
rev01__28__28_20201106 (1369).txt,train,15,0.4937,0.644,0.1608,0.3281,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1369)
rev01__28__28_20201106 (1448).txt,train,15,0.3212,0.501,0.1033,0.2185,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1448)
rev01__28__28_20201106 (1462).txt,train,15,0.3999,0.4928,0.1241,0.1681,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1462)
rev01__28__28_20201106 (1465).txt,train,15,0.4368,0.4974,0.0921,0.18,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1465)
rev01__28__28_20201106 (1490).txt,train,15,0.0681,0.4499,0.1362,0.257,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1490)
rev01__28__28_20201106 (1506).txt,train,15,0.1662,0.527,0.2524,0.3044,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1506)
rev01__28__28_20201106 (1513).txt,train,15,0.2201,0.5273,0.2304,0.2992,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1513)
rev01__28__28_20201106 (1523).txt,train,15,0.4128,0.657,0.1574,0.3896,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1523)
rev01__28__28_20201106 (1553).txt,train,15,0.4002,0.7196,0.2437,0.4807,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1553)
rev01__28__28_20201106 (1556).txt,train,15,0.4195,0.7352,0.1858,0.4837,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1556)
rev01__28__28_20201106 (1569).txt,train,15,0.5049,0.7288,0.3316,0.4977,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1569)
rev01__28__28_20201106 (1668).txt,train,15,0.8114,0.7218,0.2545,0.3429,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1668)
rev01__28__28_20201106 (1671).txt,train,15,0.6488,0.6799,0.2475,0.3051,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1671)
rev01__28__28_20201106 (1673).txt,train,15,0.6063,0.6695,0.2345,0.3214,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1673)
rev01__28__28_20201106 (1681).txt,train,15,0.637,0.6193,0.2066,0.2711,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1681)
rev01__28__28_20201106 (1686).txt,train,15,0.7194,0.6229,0.2049,0.2622,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1686)
rev01__28__28_20201106 (1707).txt,train,15,0.404,0.4877,0.1341,0.1592,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1707)
rev01__28__28_20201106 (1725).txt,train,15,0.2057,0.4614,0.1416,0.1911,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1725)
rev01__28__28_20201106 (1749).txt,train,15,0.4468,0.5173,0.1437,0.1962,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1749)
rev01__28__28_20201106 (1810).txt,train,15,0.4095,0.4596,0.0992,0.1177,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1810)
rev01__28__28_20201106 (1879).txt,train,15,0.4026,0.5754,0.2545,0.2651,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1879)
rev01__28__28_20201106 (1889).txt,train,15,0.7356,0.6744,0.1954,0.3266,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1889)
rev01__28__28_20201106 (1922).txt,train,15,0.5791,0.4996,0.075,0.1029,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1922)
rev01__28__28_20201106 (1955).txt,train,15,0.8164,0.5633,0.1912,0.2096,Sus scrofa,alba,donanet\images\train\rev01__28__28_20201106 (1955)
rev01__28__28_20201117 (2868).txt,train,10,0.3752,0.6514,0.0887,0.4451,Homo sapiens,alba,donanet\images\train\rev01__28__28_20201117 (2868)
rev01__28__28_20201117 (2868).txt,train,10,0.426,0.6755,0.0554,0.2414,Homo sapiens,alba,donanet\images\train\rev01__28__28_20201117 (2868)
rev01__28__28_20201117 (2868).txt,train,10,0.471,0.6418,0.0388,0.1296,Homo sapiens,alba,donanet\images\train\rev01__28__28_20201117 (2868)
rev01__28__28_20201117 (2872).txt,train,10,0.6321,0.7162,0.0692,0.3051,Homo sapiens,alba,donanet\images\train\rev01__28__28_20201117 (2872)
rev01__28__28_20201117 (2872).txt,train,10,0.4249,0.6862,0.0525,0.2496,Homo sapiens,alba,donanet\images\train\rev01__28__28_20201117 (2872)
rev01__28__28_20201117 (2872).txt,train,10,0.2728,0.4896,0.2816,0.9777,Homo sapiens,alba,donanet\images\train\rev01__28__28_20201117 (2872)
rev01__28__28_20201117 (2874).txt,train,10,0.5712,0.6473,0.0467,0.1762,Homo sapiens,alba,donanet\images\train\rev01__28__28_20201117 (2874)
rev01__28__28_20201117 (2874).txt,train,10,0.747,0.4885,0.5041,0.977,Homo sapiens,alba,donanet\images\train\rev01__28__28_20201117 (2874)
rev01__28__28_20201117 (2877).txt,train,10,0.5,0.4896,1.0,0.9748,Homo sapiens,alba,donanet\images\train\rev01__28__28_20201117 (2877)
rev01__29__29_20201028 (124).txt,train,15,0.3318,0.4648,0.1195,0.14,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201028 (124)
rev01__29__29_20201029 (141).txt,train,14,0.4892,0.6807,0.1445,0.4148,Vulpes vulpes,alba,donanet\images\train\rev01__29__29_20201029 (141)
rev01__29__29_20201031 (212).txt,train,15,0.6707,0.4507,0.0525,0.1044,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201031 (212)
rev01__29__29_20201031 (216).txt,train,14,0.2732,0.6458,0.2975,0.3525,Vulpes vulpes,alba,donanet\images\train\rev01__29__29_20201031 (216)
rev01__29__29_20201031 (218).txt,train,14,0.2831,0.658,0.2812,0.3311,Vulpes vulpes,alba,donanet\images\train\rev01__29__29_20201031 (218)
rev01__29__29_20201031 (220).txt,train,14,0.2976,0.6874,0.3062,0.2725,Vulpes vulpes,alba,donanet\images\train\rev01__29__29_20201031 (220)
rev01__29__29_20201103 (284).txt,train,15,0.8483,0.4796,0.0733,0.1651,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201103 (284)
rev01__29__29_20201103 (285).txt,train,15,0.8486,0.4766,0.1274,0.1444,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201103 (285)
rev01__29__29_20201103 (302).txt,train,15,0.915,0.4895,0.1449,0.2088,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201103 (302)
rev01__29__29_20201103 (302).txt,train,15,0.3544,0.5118,0.1579,0.1911,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201103 (302)
rev01__29__29_20201103 (305).txt,train,15,0.8182,0.4914,0.1533,0.1755,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201103 (305)
rev01__29__29_20201105 (411).txt,train,15,0.0952,0.4625,0.1154,0.1,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201105 (411)
rev01__29__29_20201105 (411).txt,train,15,0.25,0.478,0.1533,0.1711,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201105 (411)
rev01__29__29_20201105 (423).txt,train,15,0.7634,0.4514,0.1279,0.1562,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201105 (423)
rev01__29__29_20201105 (423).txt,train,15,0.614,0.4504,0.1199,0.1185,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201105 (423)
rev01__29__29_20201105 (441).txt,train,15,0.9432,0.5662,0.1066,0.2896,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201105 (441)
rev01__29__29_20201105 (445).txt,train,15,0.9558,0.548,0.0883,0.2607,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201105 (445)
rev01__29__29_20201105 (448).txt,train,15,0.9222,0.5266,0.1554,0.2266,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201105 (448)
rev01__29__29_20201105 (475).txt,train,15,0.7145,0.4388,0.045,0.1429,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201105 (475)
rev01__29__29_20201105 (475).txt,train,15,0.597,0.5044,0.1616,0.194,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201105 (475)
rev01__29__29_20201105 (487).txt,train,15,0.7403,0.434,0.0758,0.1288,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201105 (487)
rev01__29__29_20201105 (490).txt,train,15,0.7602,0.4318,0.0887,0.1274,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201105 (490)
rev01__29__29_20201105 (492).txt,train,15,0.7302,0.431,0.0579,0.1244,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201105 (492)
rev01__29__29_20201105 (505).txt,train,15,0.271,0.4406,0.0896,0.1155,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201105 (505)
rev01__29__29_20201105 (511).txt,train,15,0.5316,0.4599,0.1558,0.1437,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201105 (511)
rev01__29__29_20201105 (511).txt,train,15,0.177,0.4496,0.0958,0.1111,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201105 (511)
rev01__29__29_20201105 (521).txt,train,15,0.0321,0.45,0.0642,0.1029,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201105 (521)
rev01__29__29_20201105 (521).txt,train,15,0.5644,0.473,0.1479,0.1711,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201105 (521)
rev01__29__29_20201105 (525).txt,train,15,0.2527,0.4562,0.0954,0.1229,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201105 (525)
rev01__29__29_20201107 (580).txt,train,15,0.2089,0.4474,0.0546,0.0681,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201107 (580)
rev01__29__29_20201107 (580).txt,train,15,0.056,0.4518,0.0971,0.1274,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201107 (580)
rev01__29__29_20201108 (650).txt,train,15,0.2252,0.4585,0.0538,0.0622,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201108 (650)
rev01__29__29_20201108 (650).txt,train,15,0.4444,0.4248,0.1079,0.0911,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201108 (650)
rev01__29__29_20201108 (650).txt,train,15,0.065,0.4607,0.0558,0.0681,Sus scrofa,alba,donanet\images\train\rev01__29__29_20201108 (650)
